시가,고가,저가,종가,거래량,거래대금,등락률
4665,4870,4585,4720,9152,42917010,1.72
56200,57900,56200,57400,58536,3340791100,0.88
35650,36450,35650,36250,12187,440024000,1.97
6890,7160,6880,7150,75365,532080600,4.23
7800,7950,7630,7930,199470,1561165750,1.93
237500,240000,237000,238500,7896,1879422500,0.0
247,251,245,250,2536553,632704868,3.31
3290,3330,3210,3225,7790,25110555,-0.46
1320,1400,1320,1385,191686,261692825,5.73
32450,32650,32050,32300,5227,169048150,-0.46
0,0,0,3000,0,0,0.0
9630,9980,9620,9950,144228,1414518910,2.58
1650,1700,1635,1690,62313,104231190,3.36
8240,8240,8010,8010,273,2204630,-1.35
3600,3695,3580,3630,672397,2432566490,3.71
9060,9430,9040,9330,98641,916343590,3.44
13100,13700,12950,13350,11643,156074800,1.14
540,540,528,540,707148,378398336,1.12
1945,1985,1920,1980,107546,211095685,2.59
8140,8400,8030,8350,15903,130374670,1.46
9980,10350,9980,10200,70864,714389640,2.2
6690,6780,6690,6770,100,674610,0.45
49700,51800,49700,51400,44944,2294104250,3.01
15000,16000,15000,16000,52272,810676250,6.31
156000,165500,154000,163000,28405,4580738500,4.49
136000,144000,136000,143000,20172,2838211500,2.51
13850,14050,13650,13850,6507,90327450,0.73
96300,96600,95500,96500,106,10190300,0.21
1565,1625,1560,1595,177185,280788500,2.9
587,597,575,585,624465,364468068,-0.34
0,0,0,8090,0,0,0.0
2760,2850,2720,2840,24116,67229845,2.16
5120,5330,5100,5330,38094,199992600,4.51
5930,6050,5820,6000,304993,1802468280,1.87
1265,1310,1265,1305,65531,85078185,2.35
11400,12200,11400,12100,10652,126771150,5.22
0,0,0,2490,0,0,0.0
180000,183000,177500,183000,453142,82014266024,1.95
42550,43950,42500,43800,169881,7373293450,3.06
9920,10400,9920,10400,9324,95186440,4.31
12900,13500,12900,13500,2092,27707250,3.45
19350,19800,19100,19500,122424,2385535150,1.04
19450,20100,19400,20050,204604,4052845950,3.35
3120,3335,3080,3200,3961988,12730283120,7.2
8030,8100,8010,8050,44713,359465930,0.0
7150,7370,7060,7280,212901,1538257670,4.3
42250,42850,41000,42850,901,37842550,1.42
87200,87200,86600,86800,236,20520300,0.0
31950,32050,31500,32000,16033,508902250,0.95
10400,10550,10300,10400,3846,40213600,0.0
1985,2040,1985,2015,1410331,2845430775,2.03
2785,2940,2785,2940,386888,1111894525,4.81
219000,221500,216500,219000,24799,5424912500,0.69
13350,13900,13350,13700,16788,228150750,2.24
24600,25850,24500,25800,7450,186498600,4.88
29950,30450,29350,30150,102918,3090651050,2.03
56700,58900,56700,58900,4201,243240000,3.88
13200,13550,12650,13150,1568132,20461424700,-3.31
11150,11400,11150,11400,3554,40212650,1.79
55300,55700,55000,55300,1011,56055500,0.18
55600,56700,55600,56700,62,3471800,1.98
1585,1640,1585,1635,528002,853503135,3.81
0,0,0,26800,0,0,0.0
2280,2300,2235,2275,2164535,4914307615,-0.66
21850,23200,21750,23100,580930,13226876050,5.72
41200,45500,41200,45000,21688,966953300,7.27
1465,1570,1410,1560,192903,295316760,8.33
4810,4955,4760,4950,217459,1064009540,2.91
7630,7820,7540,7820,117354,897705250,2.62
37700,37800,36850,37300,1190411,44278362200,0.13
16100,16200,16000,16200,1418,22766450,0.62
522,543,522,543,8422895,4515847111,4.22
6820,6830,6710,6790,300339,2032794760,0.3
0,0,0,2770,0,0,0.0
2600,2675,2580,2660,642770,1697905290,3.3
0,0,0,6410,0,0,0.0
1230,1330,1230,1255,1941915,2480206765,2.45
54400,54800,51900,52900,289754,15324716600,-1.86
2265,2320,2255,2320,1282723,2937988680,3.11
37400,38250,37150,37700,89559,3372232900,0.94
31450,31600,31150,31400,1029,32265700,0.16
14250,14450,14000,14250,19370,272484300,0.35
129000,132000,128000,130000,122989,15941870000,1.56
50000,50900,49850,50100,15259,766168450,0.2
118000,119000,117500,118500,539,63622500,1.28
9900,10300,9780,10300,60390,610755280,4.78
33800,34050,33100,33950,12930,437298350,0.44
1140,1185,1140,1170,123033,142238475,2.18
13300,13800,13300,13750,10958,148828700,2.61
15400,15550,15200,15350,272632,4181951550,0.66
10100,10250,10050,10200,34102,346465350,0.99
39000,39400,38300,38750,84215,3259747850,0.26
9830,10250,9830,10200,90947,917097120,4.94
2835,2915,2835,2895,595302,1711702140,2.3
13700,14300,13700,14200,8228,116115200,3.65
8210,8430,8190,8380,33507,279804950,2.82
1280,1340,1280,1330,198086,262393505,3.5
40600,43950,40500,42850,697602,29783969450,6.2
30950,31400,29050,30000,332301,9925254400,-2.91
0,0,0,1530,0,0,0.0
65400,65800,64500,64600,29599,1925041100,-1.22
2325,2450,2315,2395,197996,468139475,1.48
1400,1445,1395,1420,207273,294685405,2.53
5620,5660,5500,5590,912,5093530,0.54
5020,5250,5020,5020,13874,71154020,0.2
2100,2230,2085,2230,137819,297015800,5.94
1685,1695,1630,1660,2539011,4223216295,0.3
578,597,577,590,268501,157863877,1.72
5220,5370,5190,5370,26900,141813040,1.7
355000,370500,355000,362500,146662,53445087000,2.26
2100,2100,2085,2100,46506,97280065,0.0
842,867,842,867,39527,34015742,2.73
2790,2875,2625,2850,173784,488649405,3.07
30150,31650,30150,31400,68493,2142017950,4.67
3410,3560,3410,3545,40473,140401345,3.05
38800,39000,37700,38650,84321,3250160800,0.78
47200,48000,46400,47100,12776,599184100,-0.21
3400,3530,3400,3510,242187,844799595,3.24
540000,543000,532000,538000,384,206774000,0.75
7180,7250,6990,7170,89043,636346440,1.41
1040,1070,1025,1065,161938,170867655,4.93
733,758,733,758,74428,55840959,3.41
34700,35050,34400,35050,944,32819100,1.01
438000,445000,430500,433000,2935,1275294500,-1.03
718,762,718,761,425921,320240646,4.97
108000,108500,101500,105000,221429,22953154500,-2.78
15400,15400,14800,15000,97840,1469497850,-2.28
809,844,808,814,1023422,843869409,1.88
3910,4020,3910,3990,20029,79788050,2.57
11700,11950,11600,11900,2517453,29661718500,2.15
898,901,893,897,2125357,1906016020,0.22
24250,24800,23550,24500,12920,316370300,2.3
2270,2350,2270,2350,21427,49622255,3.52
11250,11700,10900,11550,2231897,25193054850,2.21
5780,5980,5780,5960,7341,43364130,3.11
3325,3370,3260,3360,31238,103832410,1.51
1360,1400,1360,1390,189027,261649265,2.96
2270,2350,2270,2335,67109,156017975,2.86
20950,22900,20650,22050,3219,70172800,3.76
1550,1630,1550,1595,442559,703811170,1.92
896,947,896,946,301694,282075362,5.46
21100,22300,21050,22150,59918,1307457200,5.23
92700,94500,89700,90800,140330,12804711700,-3.92
6080,6280,6040,6080,923905,5659912030,-2.09
2210,2320,2210,2285,659372,1505855525,-1.72
1170,1210,1155,1185,314682,371795455,2.16
8520,8770,8520,8720,81866,709667710,2.59
2825,2830,2785,2830,9580,26909655,2.17
5730,5900,5730,5900,15424,90046530,2.61
2695,2730,2675,2715,83173,224896295,1.31
2855,3010,2855,2945,5716,16882280,3.15
2920,3050,2920,3035,55614,166452540,3.94
6050,6260,6050,6220,78521,486587010,2.98
8300,8390,8200,8340,9820,81585350,2.71
16450,16450,16300,16350,520,8531500,1.55
2620,2685,2615,2680,66250,176187375,2.29
57400,57700,56700,57700,122298,7009295900,1.23
54400,55000,54400,55000,442,24206100,1.1
2315,2375,2300,2375,6861,16016975,3.26
2490,2520,2490,2520,1612,4035695,1.2
18550,19200,18550,19000,36527,690438350,2.43
8040,8480,8040,8480,42863,356380340,5.74
2795,3000,2795,2985,252081,739143890,6.61
44800,45450,44800,45150,7140,322779650,-0.11
5720,5890,5660,5870,73162,419712770,3.35
106000,107000,105000,107000,82035,8724018500,0.94
6550,6780,6410,6700,850563,5631952720,4.85
14150,14750,13900,14700,379557,5479352750,5.0
1235,1325,1225,1270,858987,1099026815,4.1
1270,1380,1240,1270,1144654,1484178930,0.0
2865,3045,2865,3020,172747,516226765,3.78
21350,22850,21300,22550,126429,2826849550,7.64
1710,1765,1695,1765,204820,357033005,5.06
4890,4890,4755,4815,50503,242831255,-0.21
5050,5150,5050,5140,25044,127225020,1.78
14550,15300,14550,15050,738,10979400,3.79
745,762,745,762,22903,17304194,2.7
1585,1675,1585,1670,126460,208674325,5.36
2150,2210,2130,2185,269861,589287960,1.86
7200,7350,7000,7340,49885,361395040,4.86
25000,25500,24850,25100,1880,46971850,0.4
2640,2770,2640,2770,126271,344813660,4.92
7850,7990,7780,7990,8503,67191070,2.3
30750,32850,30550,31300,1347318,42332380600,4.86
19700,21200,19400,20550,425215,8644289700,8.44
3845,3900,3670,3685,1757317,6608094455,-0.67
77400,78500,77300,78300,322,25091200,1.03
90200,91100,89400,91000,2353,212943700,1.11
1320,1380,1320,1370,237349,321336500,4.18
21450,22350,21450,22300,60545,1336150550,4.21
24650,25750,24650,25500,3423,87007300,3.03
18800,19800,18800,18950,318,6150450,1.07
17850,18600,17850,18500,33780,619696000,3.64
1945,2015,1910,2000,85321,169474235,3.09
66500,70000,65400,70000,587572,40054815600,5.58
7400,7610,7170,7560,3879441,28977770730,1.07
31200,31750,31150,31750,57436,1809777350,2.25
6350,6500,6300,6420,1165791,7480735150,0.16
15300,16250,15300,15900,36320,577276000,3.92
5910,5980,5800,5910,192007,1129994680,0.51
22200,24100,22000,23500,421158,9788538850,6.58
48100,51600,48100,51000,581,28850950,3.76
4585,4700,4550,4685,825426,3827044885,1.96
15200,15800,15000,15550,68676,1057322700,2.64
964,990,961,986,204773,200446157,3.25
24400,24400,23450,23650,224953,5334638600,-2.07
19400,20400,19400,20300,16110,322123050,4.64
8770,10300,8720,9170,538216,5204125460,4.68
11750,11750,11300,11650,12155,139752450,3.1
4545,4595,4490,4565,111772,506076425,0.88
15150,15800,15000,15550,215760,3329370900,4.71
5970,6170,5970,6100,21802,131927810,1.67
41350,42500,41250,42200,848,35155950,2.18
18850,19400,18850,19400,28198,540842650,2.37
78600,80000,78500,80000,712,56277500,1.52
158000,171000,149500,150500,195229,31385054000,-9.34
1540,1595,1540,1595,591722,930245850,3.57
170000,171000,166500,170000,84,14119500,-1.16
87100,89100,86800,88100,16940,1492555500,0.57
26800,28050,26800,28050,19840,549319700,4.86
55100,56200,55100,55700,7065,392556200,0.36
773,807,773,803,97942,78053525,4.29
47600,49900,47600,48900,19253,941854250,1.98
5130,5330,5130,5300,17634,92617920,3.52
30550,30650,30050,30650,2488,75480200,0.66
5650,5760,5650,5750,1966,11249640,1.05
2720,2920,2710,2920,66860,188113135,7.16
6830,7080,6830,7080,66613,466055850,3.66
5130,5550,5130,5460,74120,392404220,5.61
3485,3545,3485,3545,72158,253992820,1.29
3545,3670,3515,3590,40609,145613590,-0.14
13900,14400,13700,14100,178324,2518105300,4.83
9800,10600,9800,10500,675062,6930933590,7.25
1645,1680,1640,1675,861061,1430732570,2.45
14550,14600,14200,14500,88,1254600,0.0
5330,5500,5330,5440,5700,31090010,0.55
785,813,785,813,229528,184340983,3.44
61700,62700,61700,62600,12,749200,1.46
1000,1015,994,1015,119888,120799006,1.5
946,955,933,948,128180,121092630,1.61
68700,72500,68300,72000,2125688,151212430500,5.73
29550,30750,29500,30600,1600485,48467847850,3.9
61800,64000,61400,63900,403211,25319867400,5.1
2760,2860,2735,2840,109786,309907405,3.65
0,0,0,4100,0,0,0.0
584,600,584,596,39691,23586806,2.05
17750,18700,17750,18500,23621,430740500,4.52
17200,18100,17200,17800,116620,2079210650,4.09
19400,19950,19050,19850,109246,2136716950,3.66
1050,1065,1040,1065,46897,49502020,2.9
5290,5360,5290,5360,63079,336654370,0.19
5720,5840,5610,5840,93218,534539220,2.1
7600,7870,7600,7790,2414,18717600,2.77
18100,19050,18100,18900,187123,3504316650,4.71
8140,8420,8140,8380,293,2439640,1.33
8430,8640,8410,8620,149273,1269638390,2.86
55900,58100,55900,57300,38799,2223448800,1.96
9220,9590,9220,9590,6978,65602740,3.79
45550,48700,44500,47700,1243492,58633408350,5.53
14100,15050,13800,15000,512864,7522873550,7.53
958,974,947,970,54242,52208786,1.25
22350,23050,22250,23050,17828,405895750,2.67
15150,15700,15150,15650,12828,198892850,2.62
26900,27450,26900,27450,149,4018500,2.62
15750,16250,15750,16200,1071,17128500,2.86
53000,53800,52500,53300,74414,3952188200,1.52
27000,27600,27000,27400,1437,39154650,2.05
10200,10550,10100,10500,192789,2008725900,3.96
64400,64600,63200,63500,73550,4689490800,0.0
32850,34700,32850,34650,176646,6056037000,5.8
736,768,736,761,236397,179157485,4.25
15500,15750,15400,15750,35491,551864100,1.61
28800,29150,28250,28600,10202,292182700,-0.17
364,385,364,385,366550,138288547,4.9
8030,8330,8030,8260,25763,213144460,1.72
10450,10900,10350,10750,7125,75399700,3.37
6750,7300,6750,7050,19507,136300590,4.29
11100,11350,11050,11350,1763,19689500,2.71
223000,231000,222500,226000,122203,27779863500,1.57
7030,7400,7020,7320,77008,557455350,5.02
78800,82700,78600,82600,58816,4758802500,5.49
3975,4110,3970,4095,87154,353253335,3.28
5980,6100,5910,6100,68157,409124450,2.01
14500,14900,14250,14850,175572,2572660200,4.58
918000,918000,909000,914000,343,312878000,-0.44
2905,3020,2905,3015,51069,152398635,2.9
1360,1400,1335,1390,364286,499100420,2.58
2630,2670,2625,2640,20427,53905470,1.54
6630,7010,6630,6930,203461,1400325000,4.84
9560,10400,9550,9960,52526,528221050,2.47
4610,4745,4535,4730,3153,14667440,2.6
1695,1820,1695,1810,67705,119882070,4.02
62000,65400,61900,64800,23559,1507028300,3.35
9530,9550,9350,9500,3455,32605550,-0.31
4005,4235,4005,4200,62016,257923550,3.45
2805,2930,2805,2895,19441,56439315,3.21
18050,18500,18000,18450,40382,734860400,2.22
16250,17200,16200,16350,1170,19278800,0.62
1915,1960,1900,1940,331291,643680990,1.31
520,530,515,527,141233,73881024,3.13
10850,11550,10850,11550,581373,6603996200,5.96
4650,4865,4650,4865,98425,470398910,4.18
7630,7680,7320,7460,284219,2141184610,-0.93
5720,5860,5720,5810,1072912,6220739850,1.75
3300,3395,3265,3390,1695375,5670061100,3.35
31950,32350,31550,32200,2576,82402300,0.78
1760,2030,1685,2030,2673701,4869864945,12.78
1285,1350,1250,1350,205462,271820200,7.57
3120,3275,3065,3250,7006,22243200,2.36
32000,34050,32000,33600,17787,595066100,5.49
18800,18900,18300,18750,729743,13566854450,0.81
103500,107500,103000,107000,226968,24099618000,3.88
12350,12550,12250,12450,28862,357467350,1.22
23900,24500,23800,24500,74464,1804484100,3.16
24900,25500,24700,25400,16246,405714000,2.21
11050,11600,11050,11600,101844,1162827250,4.98
1110,1165,1095,1130,339196,380830760,0.44
38300,39050,38300,38950,781563,30297065510,1.56
17550,17900,17550,17850,9113,161632050,2.29
52700,54300,52300,53300,79046,4213412200,2.3
142500,150500,142000,150000,290363,42811418500,5.63
4010,4295,4010,4255,345493,1447616560,6.64
0,0,0,2470,0,0,0.0
30200,30750,30100,30250,224040,6803407100,0.33
18950,19000,18850,18950,181,3429850,0.53
11100,11350,11100,11350,11599,130394000,2.25
13950,14300,13950,14300,84,1190650,2.14
1560,1560,1555,1560,11376,17695750,0.0
38350,38600,37300,38550,352839,13338726450,0.52
36750,38200,36750,37950,4626,174609750,2.57
63200,63300,62100,63000,145432,9114199900,0.96
56800,57800,56800,57700,2220,127638800,1.05
3040,3145,3040,3135,18922,58875980,2.45
51200,52300,51200,51400,7154,369146500,-0.39
11750,12000,11650,11850,234226,2775074200,0.85
22000,22900,22000,22750,2664,59879950,2.94
244000,245500,244000,245500,691,169197000,0.2
12450,12550,12200,12350,71784,888836200,0.0
3435,3475,3430,3455,82074,282898855,0.58
22650,22950,22650,22950,1406793,32101339950,1.55
1315,1350,1315,1340,70858,94423185,2.29
88900,90400,87500,89800,134334,11966198000,1.35
7420,8340,7220,7630,4358470,34068876370,6.71
2505,2595,2450,2590,14888,38148385,3.39
7810,8740,7810,8150,871756,7327205870,4.35
6540,6630,6530,6550,45511,298402760,0.31
13550,13750,13250,13750,941718,12676170750,1.85
37100,38850,36850,37300,94537,3579225700,1.36
16350,17250,16350,17050,8203,139339850,2.71
33800,33800,33000,33300,182615,6081958100,0.0
1640,1670,1640,1670,588119,976534940,1.83
2380,2425,2370,2425,33912,81230705,1.89
2130,2140,2130,2135,30341,64753040,0.23
2445,2500,2430,2475,36892,91167225,-1.0
50500,51400,47600,51300,2423772,120903540950,0.98
7100,7300,7040,7250,34067,245470130,2.11
21500,22100,21500,21800,4743,102818400,1.4
11800,12350,11800,12250,59398,722897850,3.81
16650,17300,16650,17300,7982,136337300,3.59
3925,3965,3875,3960,43192,169711120,1.54
36500,36600,36200,36450,9430,343066850,0.14
12050,12350,11650,12050,861527,10316280050,0.0
12400,12850,12400,12800,301640,3824667300,4.49
37800,38850,37450,38550,580294,21272048950,2.25
301500,318500,299500,318500,78872,24743761500,7.06
62700,63900,61900,62800,27804,1748839200,0.32
31600,31700,31100,31500,37136,1167194000,1.94
6030,6210,6030,6190,34488,212086280,2.65
16400,17000,16300,17000,262628,4405629900,3.98
3315,3395,3255,3395,2885,9571390,2.11
5570,5760,5520,5690,26568,150735710,2.15
1435,1485,1425,1485,68013,99061255,3.85
3110,3240,3085,3235,302515,960546805,4.02
13000,13150,12900,13150,53287,695883950,1.94
204500,216500,201500,214500,67789,14381794000,6.98
5010,5220,5010,5170,57039,294487100,2.78
3010,3050,2995,3050,49049,148590985,1.5
1255,1315,1250,1315,416413,536621425,6.05
11950,12400,11800,12300,119156,1447603100,2.93
8380,8760,8060,8480,3762721,31900347880,1.31
10050,10350,10050,10300,11572,118828550,1.98
14900,16300,14900,15350,6026,92807000,1.99
10200,10200,9920,9920,627225,6265686490,-2.75
16800,17400,16800,17050,143554,2456379950,1.49
5080,5210,5080,5210,12342,63676080,2.76
13350,13900,13350,13700,64011,878642100,1.48
3785,3930,3695,3880,47105,181343035,2.24
21250,22500,21250,22300,6489,144062900,3.72
10950,10950,10800,10900,1056,11504800,1.4
38700,38700,37200,38450,198082,7542607750,1.05
67500,68400,65400,66700,350848,23414890300,-1.19
10150,10450,9980,10400,288793,2951731970,1.96
26800,27950,26650,27900,16661,455683400,4.1
3975,4165,3975,4150,59091,241487445,4.4
63400,63400,61600,62100,44298,2761745000,-0.64
33050,34350,31050,33700,5045,166423950,2.12
882,920,868,908,2458208,2205729607,2.83
1560,1615,1560,1610,137795,219816500,2.88
5080,5090,4870,4940,185697,924636015,-0.8
25350,25700,25150,25600,101490,2584902700,1.79
14200,14350,14150,14350,11133,158896000,0.7
2270,2280,2225,2250,632695,1427398075,0.45
4200,4310,4195,4235,95225,403382515,0.83
35750,36950,35350,36950,1020473,36926653500,3.65
37100,38300,36550,38000,26919,1010160000,2.43
13600,13800,13200,13350,714762,9519224750,-1.84
46950,46950,43800,46000,771438,34923124550,-2.02
33400,33400,33000,33000,624,20625600,-1.35
3220,3480,3190,3385,2004995,6719633805,7.46
6160,8070,6160,8070,65696,528816530,29.95
55700,57900,54800,57200,225238,12757984200,3.62
6600,6800,6590,6780,18627,125088480,2.42
3690,3790,3640,3765,13817,51431095,2.17
40950,41350,39950,40500,566996,22972874950,0.5
43600,47200,43450,44700,812572,36580957100,5.92
73000,74500,72000,72700,4373,320315500,1.82
7690,7880,7690,7880,101479,790749400,2.87
184500,185000,178500,182500,77142,14027611000,-0.27
5250,5370,5200,5370,1011982,5367048720,3.47
19300,19650,18650,19600,1093224,21020014450,1.55
10700,10900,10550,10900,21936,236462500,2.35
201500,203500,197500,201000,133394,26808335000,-0.25
85100,87200,83500,87200,232618,19849285700,2.59
70300,70400,68800,69800,44480,3098776000,0.72
12050,12600,12050,12600,52123,646157750,4.56
64000,64500,63600,63600,202,12868200,0.0
5670,5760,5450,5510,2519357,14063590740,-3.84
31250,33100,29950,32700,549408,17249509200,4.64
26150,26950,26000,26600,140872,3738302450,1.92
116500,117500,114500,117000,36064,4198975000,0.86
55500,56000,53000,54800,149934,8143461700,-0.36
24900,26550,23900,26500,965457,24555194850,7.94
32750,33800,32300,33750,446952,14840917800,4.49
136500,137000,129000,135000,281883,37351621000,-0.37
180000,181000,173500,177500,1097504,193694470000,-0.28
86300,86900,84800,85700,61342,5278577600,-0.58
83100,83400,82600,83400,2850,236819900,0.36
86000,86700,85100,85800,18313,1571403000,-0.23
9610,9690,9530,9690,22544,217274890,1.15
15200,15600,15100,15450,18976,291631250,3.69
10100,10500,10100,10400,16245,169050500,2.97
2390,2475,2365,2455,196980,480161360,2.51
31800,32450,31400,32150,295256,9452280400,1.74
50900,51700,50600,51700,9756,499971100,1.57
1470,1505,1460,1500,101121,150080195,2.04
9030,9360,8800,8890,4798229,43635421000,4.47
8010,8220,8010,8170,17147,139573510,1.49
68000,69800,67900,69000,168847,11632363800,1.77
55400,56800,54100,56400,2325,129443500,1.99
16800,17100,16500,16850,50402,850909700,0.3
3395,3565,3395,3490,48415,168510755,2.95
11500,11900,11500,11750,83384,974120600,2.17
4550,4650,4550,4620,37380,172317990,1.32
1550,1600,1515,1580,660752,1028518385,0.0
9240,9380,8890,9180,488287,4434191010,-0.65
2640,2675,2605,2675,62135,164410000,2.1
2350,2460,2350,2450,66779,161666300,3.38
30500,31750,30500,31750,2421,75439150,4.1
16200,16550,16150,16550,9997,163847950,2.48
6590,6830,6590,6830,72898,492897350,4.12
79400,80000,78400,79100,35530,2810239800,0.13
14050,14350,14050,14300,8326,117857850,1.78
60900,63400,60200,63400,38771,2399984500,4.62
373000,385000,373000,378000,20430,7744944500,2.02
341500,347500,340000,345500,10956,3770840500,1.62
180000,184500,180000,183500,5148,940971000,1.38
17750,18850,17550,18300,2628102,48053941550,3.68
28450,28900,28050,28700,148205,4228465900,1.77
6740,7040,6740,6970,113776,787084580,3.57
5910,6170,5910,6130,20910,127244190,2.85
0,0,0,21950,0,0,0.0
3200,3215,3155,3205,24408,78085350,-0.16
22600,22600,22050,22600,310,6884900,0.0
6970,6970,6930,6930,76,527920,3.28
2000,2100,2000,2085,200468,414542685,5.3
